No.,Time,Source,Destination,Protocol,Length,Source,Destination,,,,,
28136,10.859722,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28137,10.859837,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28138,10.860203,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28139,10.860293,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28140,10.860393,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28141,10.860509,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28142,10.860516,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28143,10.860633,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28144,10.860639,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28145,10.860646,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28146,10.860763,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28147,10.86077,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28148,10.860776,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28149,10.860893,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28150,10.8609,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28151,10.860906,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28152,10.861023,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28153,10.86103,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28154,10.861036,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28155,10.861153,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28156,10.86116,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28157,10.861166,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28158,10.861193,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28159,10.861259,3333033440,2203664929,10,128,198.170.13.224,131.89.66.33,,,,,
28160,10.861326,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28161,10.862047,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28162,10.862117,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28163,10.862186,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28164,10.862251,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28165,10.862315,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28166,10.862382,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28167,10.862447,2203664929,3333033440,10,76,131.89.66.33,198.170.13.224,,,,,
28168,10.862512,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28169,10.862567,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28170,10.862578,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28171,10.862644,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28172,10.86271,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28173,10.862775,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28174,10.862841,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28175,10.862905,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28176,10.862972,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28177,10.863038,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28178,10.863105,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28179,10.86317,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28180,10.863237,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28181,10.863304,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28182,10.86337,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28183,10.863436,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28184,10.863503,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28185,10.863569,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28186,10.863635,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28187,10.863702,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28188,10.863767,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28189,10.863835,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28190,10.864068,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28191,10.864135,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28192,10.864202,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28193,10.864268,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28194,10.864335,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28195,10.864401,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28196,10.864467,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28197,10.864533,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28198,10.864761,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28199,10.864831,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28200,10.864896,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28201,10.864964,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28202,10.865177,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28203,10.865244,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28204,10.865313,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28205,10.86538,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28206,10.865445,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28207,10.865512,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28208,10.865579,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28209,10.865646,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28210,10.865712,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28211,10.8658,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28212,10.865869,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28213,10.865935,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28214,10.866002,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28215,10.866252,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28216,10.866661,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28217,10.866729,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28218,10.866821,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28219,10.866888,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28220,10.866955,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28221,10.867022,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28222,10.867089,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28223,10.867157,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28224,10.867222,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28225,10.867289,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28226,10.867355,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28227,10.867424,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28228,10.86752,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28229,10.867689,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28230,10.867773,3375459700,2203667416,9,94,201.49.109.116,131.89.75.216,,,,,
28231,10.86784,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28232,10.86799,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28233,10.868058,2660627084,2203667416,10,1438,158.149.242.140,131.89.75.216,,,,,
28234,10.868232,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28235,10.871131,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28236,10.871248,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28237,10.871254,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28238,10.871261,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28239,10.871268,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28240,10.871275,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28241,10.871281,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28242,10.871327,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28243,10.871394,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28244,10.87146,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28245,10.871526,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28246,10.87159,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28247,10.871654,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28248,10.871718,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28249,10.871785,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28250,10.87185,2203667416,2660627084,10,70,131.89.75.216,158.149.242.140,,,,,
28251,10.871916,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28252,10.87197,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28253,10.871981,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28254,10.872047,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28255,10.872113,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28256,10.87218,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28257,10.872242,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28258,10.87231,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28259,10.87251,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28260,10.872578,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28261,10.872643,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28262,10.872708,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28263,10.872771,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28264,10.872837,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28265,10.872903,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28266,10.872968,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28267,10.873034,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28268,10.873101,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28269,10.873164,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28270,10.87323,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28271,10.873294,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28272,10.87336,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28273,10.873424,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28274,10.873487,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28275,10.873551,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28276,10.873616,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28277,10.873681,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28278,10.873748,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28279,10.873839,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28280,10.873904,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28281,10.873969,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28282,10.874033,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28283,10.874097,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28284,10.874161,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28285,10.874228,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28286,10.874293,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28287,10.874357,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28288,10.874422,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28289,10.874487,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28290,10.874552,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28291,10.874617,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28292,10.874682,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28293,10.874747,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28294,10.874891,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28295,10.87498,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28296,10.875047,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28297,10.87513,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28298,10.875197,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28299,10.875262,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28300,10.875328,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28301,10.875394,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28302,10.87552,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28303,10.875608,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28304,10.875674,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28305,10.87574,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28306,10.875807,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28307,10.876201,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28308,10.87627,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28309,10.876335,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28310,10.876403,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28311,10.876471,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28312,10.876537,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28313,10.876604,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28314,10.87667,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28315,10.876737,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28316,10.876801,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28317,10.876904,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28318,10.877264,3365910899,2203664931,10,70,200.159.185.115,131.89.66.35,,,,,
28319,10.877351,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28320,10.877405,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28321,10.877488,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28322,10.877555,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28323,10.877623,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28324,10.877691,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28325,10.877798,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28326,10.877868,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28327,10.877936,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28328,10.878004,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28329,10.878072,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28330,10.878137,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28331,10.878205,2203689291,3476876153,10,64,131.89.161.75,207.60.235.121,,,,,
28332,10.878316,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28333,10.878433,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28334,10.878439,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28335,10.878446,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28336,10.878453,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28337,10.878575,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28338,10.878712,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28339,10.878829,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28340,10.878946,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28341,10.879429,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28342,10.879522,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28343,10.87959,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28344,10.879655,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28345,10.879767,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28346,10.879851,3374033023,2203648521,3,154,201.27.168.127,131.89.2.9,,,,,
28347,10.879917,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28348,10.880074,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28349,10.88013,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28350,10.880198,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28351,10.880264,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28352,10.880476,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28353,10.880543,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28354,10.880609,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28355,10.88071,2203648521,3374033023,3,154,131.89.2.9,201.27.168.127,,,,,
28356,10.880794,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28357,10.880954,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28358,10.880968,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28359,10.8815,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28360,10.881569,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28361,10.881655,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28362,10.881721,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28363,10.881823,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28364,10.881895,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28365,10.881978,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28366,10.882303,3475173993,2203697458,10,70,207.34.242.105,131.89.193.50,,,,,
28367,10.882374,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28368,10.882427,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28369,10.882517,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28370,10.882584,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28371,10.882668,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28372,10.882814,3365910899,2203664931,10,70,200.159.185.115,131.89.66.35,,,,,
28373,10.882902,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28374,10.882958,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28375,10.88304,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28376,10.883109,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28377,10.883194,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28378,10.883262,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28379,10.883348,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28380,10.883418,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28381,10.883502,2203697458,3475173993,10,1082,131.89.193.50,207.34.242.105,,,,,
28382,10.883703,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28383,10.883755,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28384,10.883843,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28385,10.883902,2203697458,3475173993,10,1082,131.89.193.50,207.34.242.105,,,,,
28386,10.884011,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28387,10.884127,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28388,10.884215,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28389,10.884332,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28390,10.884339,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28391,10.884346,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28392,10.884462,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28393,10.884579,2203664931,3365910899,10,1438,131.89.66.35,200.159.185.115,,,,,
28394,10.884695,2203684463,52736419,11,64,131.89.142.111,3.36.177.163,,,,,
28395,10.884702,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28396,10.884819,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28397,10.884826,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28398,10.884832,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28399,10.884839,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28400,10.884876,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28401,10.884933,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28402,10.884999,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28403,10.885065,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28404,10.885132,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28405,10.885638,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28406,10.885708,3571556908,2203689291,10,64,212.225.162.44,131.89.161.75,,,,,
28407,10.885795,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28408,10.885851,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28409,10.885918,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28410,10.885984,2203689291,3571556908,10,64,131.89.161.75,212.225.162.44,,,,,
28411,10.88605,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28412,10.88611,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28413,10.886117,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28414,10.886181,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28415,10.886246,2203689291,3571556908,10,305,131.89.161.75,212.225.162.44,,,,,
28416,10.886311,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28417,10.886424,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28418,10.886495,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28419,10.886562,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28420,10.886627,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28421,10.886691,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28422,10.886756,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28423,10.886822,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28424,10.886889,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28425,10.886952,2203664892,3622839147,2,79,131.89.65.252,215.240.35.107,,,,,
28426,10.887018,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28427,10.887037,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28428,10.887084,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28429,10.88715,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28430,10.887214,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28431,10.887454,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28432,10.887521,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28433,10.887693,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28434,10.887763,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28435,10.887851,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28436,10.887919,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28437,10.888004,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28438,10.888071,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28439,10.888138,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28440,10.888205,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28441,10.888293,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28442,10.88836,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28443,10.88861,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28444,10.888679,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28445,10.888745,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28446,10.88881,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28447,10.88903,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28448,10.889097,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28449,10.889165,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28450,10.88923,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28451,10.889319,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28452,10.889386,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28453,10.889453,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28454,10.88952,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28455,10.889588,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28456,10.889654,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28457,10.88972,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28458,10.889809,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
28459,10.890053,2606264523,2203712013,11,64,155.88.112.203,131.89.250.13,,,,,
