No.,Time,Source,Destination,Protocol,Length,Source,Destination,,,,,
10649,4.997456,3296022020,3296060625,10,66,196.117.78.4,196.117.228.209,,,,,
10650,4.998518,3296060625,3296022020,10,64,196.117.228.209,196.117.78.4,,,,,
10651,4.998894,3447936057,2203689291,10,64,205.131.84.57,131.89.161.75,,,,,
10652,4.999449,2203689291,3447936057,10,64,131.89.161.75,205.131.84.57,,,,,
10653,4.999468,808045446,2203664996,2,83,48.41.203.134,131.89.66.100,,,,,
10654,5.000256,2203689291,3447936057,10,68,131.89.161.75,205.131.84.57,,,,,
10655,5.000417,52736419,2203684463,11,234,3.36.177.163,131.89.142.111,,,,,
10656,5.000461,2203664996,808045446,2,157,131.89.66.100,48.41.203.134,,,,,
10657,5.002195,3380634866,2203667416,10,191,201.128.100.242,131.89.75.216,,,,,
10658,5.002485,2203667416,3380634866,10,70,131.89.75.216,201.128.100.242,,,,,
10659,5.007369,852525786,2203667416,10,1438,50.208.130.218,131.89.75.216,,,,,
10660,5.007514,852525786,2203667416,10,521,50.208.130.218,131.89.75.216,,,,,
10661,5.007557,3365841156,2203689291,10,64,200.158.169.4,131.89.161.75,,,,,
10662,5.007954,2203689291,3365841156,10,64,131.89.161.75,200.158.169.4,,,,,
10663,5.008239,2203667416,852525786,10,70,131.89.75.216,50.208.130.218,,,,,
10664,5.008253,2203667416,852525786,10,70,131.89.75.216,50.208.130.218,,,,,
10665,5.00962,2203667416,3380634866,10,825,131.89.75.216,201.128.100.242,,,,,
10666,5.010029,1189683680,2203667416,10,1418,70.233.33.224,131.89.75.216,,,,,
10667,5.01088,2203667416,1189683680,10,64,131.89.75.216,70.233.33.224,,,,,
10668,5.011387,825014284,2203689291,10,1438,49.44.184.12,131.89.161.75,,,,,
10669,5.012357,3296060652,3380634868,10,64,196.117.228.236,201.128.100.244,,,,,
10670,5.012553,825014284,2203689291,10,1438,49.44.184.12,131.89.161.75,,,,,
10671,5.013319,2203689291,825014284,10,64,131.89.161.75,49.44.184.12,,,,,
10672,5.01348,3566113884,2203664976,10,1126,212.142.148.92,131.89.66.80,,,,,
10673,5.014183,3296060531,3289144800,2,77,196.117.228.115,196.12.93.224,,,,,
10674,5.01422,2203664976,3566113884,10,64,131.89.66.80,212.142.148.92,,,,,
10675,5.015267,839227777,2203667416,10,1438,50.5.153.129,131.89.75.216,,,,,
10676,5.015383,1143905594,2203667416,10,78,68.46.157.58,131.89.75.216,,,,,
10677,5.016106,2203667416,839227777,10,70,131.89.75.216,50.5.153.129,,,,,
10678,5.016132,2203667416,1143905594,10,70,131.89.75.216,68.46.157.58,,,,,
10679,5.016426,1191436815,2203667416,10,1350,71.3.226.15,131.89.75.216,,,,,
10680,5.016536,1189687064,2203667416,10,70,70.233.47.24,131.89.75.216,,,,,
10681,5.016543,3521630166,2203664919,10,64,209.231.207.214,131.89.66.23,,,,,
10682,5.016641,3296060531,3292095006,2,77,196.117.228.115,196.57.98.30,,,,,
10683,5.017126,2203664976,3566113884,10,459,131.89.66.80,212.142.148.92,,,,,
10684,5.017317,2203667416,1191436815,10,70,131.89.75.216,71.3.226.15,,,,,
10685,5.017372,3300799413,2203667416,10,70,196.190.51.181,131.89.75.216,,,,,
10686,5.017419,3300799413,2203667416,10,70,196.190.51.181,131.89.75.216,,,,,
10687,5.017545,3296060531,3242018694,2,77,196.117.228.115,193.61.71.134,,,,,
10688,5.017687,2203664919,3521630166,10,1438,131.89.66.23,209.231.207.214,,,,,
10689,5.01781,2203664919,3521630166,10,1438,131.89.66.23,209.231.207.214,,,,,
10690,5.017927,2203664919,3521630166,10,1438,131.89.66.23,209.231.207.214,,,,,
10691,5.018044,2203667416,3300799413,10,82,131.89.75.216,196.190.51.181,,,,,
10692,5.019189,3300799413,2203667416,10,611,196.190.51.181,131.89.75.216,,,,,
10693,5.019283,2203664976,3566113884,10,64,131.89.66.80,212.142.148.92,,,,,
10694,5.019558,3521639917,2203667408,10,499,209.231.245.237,131.89.75.208,,,,,
10695,5.019599,3579365605,2203664976,10,125,213.88.200.229,131.89.66.80,,,,,
10696,5.019652,2203667416,3300799413,10,70,131.89.75.216,196.190.51.181,,,,,
10697,5.020029,2203667408,3521639917,10,64,131.89.75.208,209.231.245.237,,,,,
10698,5.02032,2203667408,3521639917,10,267,131.89.75.208,209.231.245.237,,,,,
10699,5.022281,2203684463,52736419,11,742,131.89.142.111,3.36.177.163,,,,,
10700,5.022602,3643441578,2203709477,10,64,217.42.129.170,131.89.240.37,,,,,
10701,5.023446,2203664892,3303616501,2,75,131.89.65.252,196.233.47.245,,,,,
10702,5.023892,2203709477,3643441578,10,1438,131.89.240.37,217.42.129.170,,,,,
10703,5.024085,3566114765,2203664976,10,64,212.142.151.205,131.89.66.80,,,,,
10704,5.024602,3610923713,2203664892,4,82,215.58.82.193,131.89.65.252,,,,,
10705,5.026672,2203667416,852525786,10,663,131.89.75.216,50.208.130.218,,,,,
10706,5.027719,1189687064,2203667416,10,1188,70.233.47.24,131.89.75.216,,,,,
10707,5.027815,1189687064,2203667416,10,70,70.233.47.24,131.89.75.216,,,,,
10708,5.027822,3571580700,2203689291,10,64,212.225.255.28,131.89.161.75,,,,,
10709,5.028226,2203689291,3571580700,10,64,131.89.161.75,212.225.255.28,,,,,
10710,5.028491,2203689291,3571580700,10,314,131.89.161.75,212.225.255.28,,,,,
10711,5.028518,2203667416,1189687064,10,70,131.89.75.216,70.233.47.24,,,,,
10712,5.02857,2203667416,3300799413,10,70,131.89.75.216,196.190.51.181,,,,,
10713,5.029347,2203667416,1143905594,10,981,131.89.75.216,68.46.157.58,,,,,
10714,5.029427,2203689291,3375367982,10,352,131.89.161.75,201.48.7.46,,,,,
10715,5.031041,2203667416,1143905594,10,116,131.89.75.216,68.46.157.58,,,,,
10716,5.031306,2203667416,1120897045,10,78,131.89.75.216,66.207.136.21,,,,,
10717,5.032454,3301181571,2203667416,10,1438,196.196.8.131,131.89.75.216,,,,,
10718,5.032571,2203667416,1189687064,10,70,131.89.75.216,70.233.47.24,,,,,
10719,5.032726,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10720,5.032775,3380634866,2203667416,10,70,201.128.100.242,131.89.75.216,,,,,
10721,5.033293,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10722,5.033342,2203667416,3301181571,10,70,131.89.75.216,196.196.8.131,,,,,
10723,5.033788,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10724,5.033837,3308263953,3296060531,11,64,197.48.26.17,196.117.228.115,,,,,
10725,5.033844,3376822468,2203667416,10,64,201.70.56.196,131.89.75.216,,,,,
10726,5.033952,3296060618,3308263953,4,84,196.117.228.202,197.48.26.17,,,,,
10727,5.035104,3665244053,3296060531,4,74,218.119.47.149,196.117.228.115,,,,,
10728,5.035685,3296060531,3308263953,11,64,196.117.228.115,197.48.26.17,,,,,
10729,5.037619,3365876858,2203709475,10,81,200.159.52.122,131.89.240.35,,,,,
10730,5.038275,2203712013,3374036051,10,71,131.89.250.13,201.27.180.83,,,,,
10731,5.038462,2203709475,3365876858,10,79,131.89.240.35,200.159.52.122,,,,,
10732,5.038835,1515783243,2203711357,10,134,90.89.4.75,131.89.247.125,,,,,
10733,5.039008,2203667416,3300799413,10,78,131.89.75.216,196.190.51.181,,,,,
10734,5.039557,2203711357,1515783243,10,118,131.89.247.125,90.89.4.75,,,,,
10735,5.04151,2203664929,1162954238,10,106,131.89.66.33,69.81.69.254,,,,,
10736,5.041788,1191436815,2203667416,10,1350,71.3.226.15,131.89.75.216,,,,,
10737,5.042613,2203667416,1191436815,10,70,131.89.75.216,71.3.226.15,,,,,
10738,5.043003,3296060652,3380634867,10,64,196.117.228.236,201.128.100.243,,,,,
10739,5.043567,3380634866,2203667416,10,424,201.128.100.242,131.89.75.216,,,,,
10740,5.047098,52736419,2203684463,11,722,3.36.177.163,131.89.142.111,,,,,
10741,5.047157,3374036051,2203712013,10,70,201.27.180.83,131.89.250.13,,,,,
10742,5.04738,3375367982,2203689291,10,412,201.48.7.46,131.89.161.75,,,,,
10743,5.048135,3566113884,2203664976,10,125,212.142.148.92,131.89.66.80,,,,,
10744,5.048147,2203684463,52736419,11,234,131.89.142.111,3.36.177.163,,,,,
10745,5.048631,3670544142,2203664892,2,192,218.200.15.14,131.89.65.252,,,,,
10746,5.050975,1207738553,3296060652,10,242,71.252.160.185,196.117.228.236,,,,,
10747,5.051952,1207738553,3296060652,10,490,71.252.160.185,196.117.228.236,,,,,
10748,5.051993,843256623,2203670818,7,96,50.67.19.47,131.89.89.34,,,,,
10749,5.052002,3465497078,2203667416,10,70,206.143.73.246,131.89.75.216,,,,,
10750,5.052017,2203664929,3643420173,10,113,131.89.66.33,217.42.46.13,,,,,
10751,5.052069,3465497078,2203667416,10,70,206.143.73.246,131.89.75.216,,,,,
10752,5.05229,2203667416,3465497078,10,82,131.89.75.216,206.143.73.246,,,,,
10753,5.052689,2203667449,2310268484,2,79,131.89.75.249,137.179.230.68,,,,,
10754,5.053375,2203689291,3375367982,10,350,131.89.161.75,201.48.7.46,,,,,
10755,5.054689,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10756,5.054805,3465497078,2203667416,10,226,206.143.73.246,131.89.75.216,,,,,
10757,5.055533,2203667416,3465497078,10,70,131.89.75.216,206.143.73.246,,,,,
10758,5.056402,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10759,5.056519,3301181571,2203667416,10,70,196.196.8.131,131.89.75.216,,,,,
10760,5.056834,3296060652,3380634868,10,64,196.117.228.236,201.128.100.244,,,,,
10761,5.057206,2203667416,3477387054,10,70,131.89.75.216,207.68.183.46,,,,,
10762,5.05785,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10763,5.058426,2203711357,1515783243,10,118,131.89.247.125,90.89.4.75,,,,,
10764,5.059256,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10765,5.059373,3565450914,2203667393,10,64,212.132.118.162,131.89.75.193,,,,,
10766,5.059607,2203664976,3579365605,10,64,131.89.66.80,213.88.200.229,,,,,
10767,5.059892,2203667416,842175492,10,78,131.89.75.216,50.50.148.4,,,,,
10768,5.060063,2203667416,3477387054,10,70,131.89.75.216,207.68.183.46,,,,,
10769,5.060593,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10770,5.062252,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10771,5.062369,3476974057,2203667416,10,70,207.62.105.233,131.89.75.216,,,,,
10772,5.062376,3476974057,2203667416,10,70,207.62.105.233,131.89.75.216,,,,,
10773,5.062383,3476974057,2203667416,10,82,207.62.105.233,131.89.75.216,,,,,
10774,5.062391,3346348478,2203667449,2,175,199.117.57.190,131.89.75.249,,,,,
10775,5.063103,2203667416,3477387054,10,70,131.89.75.216,207.68.183.46,,,,,
10776,5.063159,2203667416,3476974057,10,70,131.89.75.216,207.62.105.233,,,,,
10777,5.063181,2203667416,3476974057,10,70,131.89.75.216,207.62.105.233,,,,,
10778,5.063876,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10779,5.065358,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10780,5.066202,2203667416,3477387054,10,70,131.89.75.216,207.68.183.46,,,,,
10781,5.066714,3301181571,2203667416,10,1438,196.196.8.131,131.89.75.216,,,,,
10782,5.067564,2203667416,3301181571,10,70,131.89.75.216,196.196.8.131,,,,,
10783,5.067973,3301181571,2203667416,10,1438,196.196.8.131,131.89.75.216,,,,,
10784,5.06809,1143903707,2203664901,10,121,68.46.149.219,131.89.66.5,,,,,
10785,5.068101,3476877669,2203696600,10,64,207.60.241.101,131.89.189.216,,,,,
10786,5.068108,3296060652,1207738553,10,64,196.117.228.236,71.252.160.185,,,,,
10787,5.068114,2203667416,3465497078,10,70,131.89.75.216,206.143.73.246,,,,,
10788,5.068585,2203664901,1143903707,10,70,131.89.66.5,68.46.149.219,,,,,
10789,5.068785,2203667416,3301181571,10,70,131.89.75.216,196.196.8.131,,,,,
10790,5.069328,2203664901,1143903707,10,75,131.89.66.5,68.46.149.219,,,,,
10791,5.069682,852525757,2203667416,10,1438,50.208.130.189,131.89.75.216,,,,,
10792,5.070089,2203667416,3476974057,10,531,131.89.75.216,207.62.105.233,,,,,
10793,5.070533,2203667416,852525757,10,82,131.89.75.216,50.208.130.189,,,,,
10794,5.070634,2203664901,1143903710,10,78,131.89.66.5,68.46.149.222,,,,,
10795,5.070902,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10796,5.071237,2203667416,3476974057,10,224,131.89.75.216,207.62.105.233,,,,,
10797,5.072572,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10798,5.073169,3296060652,1207738553,10,64,196.117.228.236,71.252.160.185,,,,,
10799,5.073416,2203667416,3477387054,10,70,131.89.75.216,207.68.183.46,,,,,
10800,5.073719,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10801,5.074989,2203667416,3380634866,10,70,131.89.75.216,201.128.100.242,,,,,
10802,5.075193,3477387054,2203667416,10,1438,207.68.183.46,131.89.75.216,,,,,
10803,5.076034,2203667416,3477387054,10,70,131.89.75.216,207.68.183.46,,,,,
10804,5.076125,3477387054,2203667416,10,1195,207.68.183.46,131.89.75.216,,,,,
10805,5.076765,3375367982,2203689291,10,909,201.48.7.46,131.89.161.75,,,,,
10806,5.07684,3643515604,2203667416,9,94,217.43.162.212,131.89.75.216,,,,,
10807,5.076849,3465497078,2203667416,10,64,206.143.73.246,131.89.75.216,,,,,
10808,5.076856,3718542612,2203667416,10,70,221.164.117.20,131.89.75.216,,,,,
10809,5.077042,2203667416,3477387054,10,70,131.89.75.216,207.68.183.46,,,,,
10810,5.077448,2203667416,3718542612,10,70,131.89.75.216,221.164.117.20,,,,,
10811,5.078037,3718542612,2203667416,10,1057,221.164.117.20,131.89.75.216,,,,,
10812,5.078123,1150411790,2203664892,2,130,68.145.228.14,131.89.65.252,,,,,
10813,5.078363,3684239834,2203667449,2,363,219.153.9.218,131.89.75.249,,,,,
10814,5.078709,2203667416,3718542612,10,70,131.89.75.216,221.164.117.20,,,,,
10815,5.07889,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10816,5.079384,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10817,5.079843,2203664892,1150411790,2,74,131.89.65.252,68.145.228.14,,,,,
10818,5.079902,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10819,5.080235,2255855544,2203667416,10,336,134.117.159.184,131.89.75.216,,,,,
10820,5.081731,2203667416,3718542612,10,70,131.89.75.216,221.164.117.20,,,,,
10821,5.082689,2255855544,2203667416,10,1438,134.117.159.184,131.89.75.216,,,,,
10822,5.083615,2203667416,2255855544,10,70,131.89.75.216,134.117.159.184,,,,,
10823,5.084005,2255855544,2203667416,10,1438,134.117.159.184,131.89.75.216,,,,,
10824,5.084121,1125702106,2203702623,10,66,67.24.217.218,131.89.213.95,,,,,
10825,5.085404,2203684463,52736419,11,738,131.89.142.111,3.36.177.163,,,,,
10826,5.088462,2203664976,3566113884,10,64,131.89.66.80,212.142.148.92,,,,,
10827,5.089499,1191436815,2203667416,10,1350,71.3.226.15,131.89.75.216,,,,,
10828,5.090275,2203667416,1191436815,10,70,131.89.75.216,71.3.226.15,,,,,
10829,5.091487,2203664929,1160508936,10,78,131.89.66.33,69.43.246.8,,,,,
10830,5.091729,3380634866,2203667416,10,191,201.128.100.242,131.89.75.216,,,,,
10831,5.092,2203667416,3380634866,10,70,131.89.75.216,201.128.100.242,,,,,
10832,5.094444,2203689291,3375367982,10,350,131.89.161.75,201.48.7.46,,,,,
10833,5.094923,3643420596,2203689285,10,70,217.42.47.180,131.89.161.69,,,,,
10834,5.09574,3296060652,3380634868,10,64,196.117.228.236,201.128.100.244,,,,,
10835,5.099014,2203667416,3380634866,10,794,131.89.75.216,201.128.100.242,,,,,
10836,5.100093,1151202324,2203686789,10,1438,68.157.244.20,131.89.151.133,,,,,
10837,5.100209,1151202324,2203686789,10,96,68.157.244.20,131.89.151.133,,,,,
10838,5.100467,2203667341,3365879563,10,409,131.89.75.141,200.159.63.11,,,,,
10839,5.100568,2203667341,3365879563,10,409,131.89.75.141,200.159.63.11,,,,,
10840,5.100835,2203667341,3365879563,10,409,131.89.75.141,200.159.63.11,,,,,
10841,5.101523,1151202324,2203686789,10,1438,68.157.244.20,131.89.151.133,,,,,
10842,5.10164,3643441578,2203709477,10,64,217.42.129.170,131.89.240.37,,,,,
10843,5.101647,3365876858,2203709475,10,78,200.159.52.122,131.89.240.35,,,,,
10844,5.101655,3579319447,2203664976,10,64,213.88.20.151,131.89.66.80,,,,,
10845,5.101661,3634622155,2203664892,2,100,216.163.238.203,131.89.65.252,,,,,
10846,5.101674,3296060652,3380634868,10,64,196.117.228.236,201.128.100.244,,,,,
10847,5.10189,3301181571,2203667416,10,78,196.196.8.131,131.89.75.216,,,,,
10848,5.101924,2203667341,3365879563,10,409,131.89.75.141,200.159.63.11,,,,,
10849,5.102199,2203667416,3301181571,10,70,131.89.75.216,196.196.8.131,,,,,
10850,5.102854,2203664976,3579319447,10,1438,131.89.66.80,213.88.20.151,,,,,
10851,5.102971,2203664892,3634622155,2,311,131.89.65.252,216.163.238.203,,,,,
10852,5.10309,2203667416,3301181571,10,622,131.89.75.216,196.196.8.131,,,,,
10853,5.103141,2203709475,3365876858,10,79,131.89.240.35,200.159.52.122,,,,,
10854,5.103584,3634622155,2203664892,2,102,216.163.238.203,131.89.65.252,,,,,
10855,5.103724,2203686789,1151202324,10,64,131.89.151.133,68.157.244.20,,,,,
10856,5.104383,2203664892,3634622155,2,313,131.89.65.252,216.163.238.203,,,,,
10857,5.104979,3465497078,2203667416,10,70,206.143.73.246,131.89.75.216,,,,,
10858,5.10754,3365046429,2203667416,10,1050,200.146.136.157,131.89.75.216,,,,,
10859,5.108367,3375367982,2203689291,10,874,201.48.7.46,131.89.161.75,,,,,
10860,5.108438,3684183027,2203667449,4,102,219.152.43.243,131.89.75.249,,,,,
10861,5.110701,3452075509,2203689291,10,1259,205.194.125.245,131.89.161.75,,,,,
10862,5.110803,2203670459,3476974732,10,64,131.89.87.187,207.62.108.140,,,,,
10863,5.112394,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10864,5.11251,3666305983,3375069177,4,74,218.135.99.191,201.43.119.249,,,,,
10865,5.113293,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10866,5.113627,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10867,5.114735,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10868,5.114976,2203667416,2255855544,10,70,131.89.75.216,134.117.159.184,,,,,
10869,5.115047,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10870,5.115636,3365879563,2203667341,10,916,200.159.63.11,131.89.75.141,,,,,
10871,5.11604,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10872,5.116526,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10873,5.117496,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10874,5.118207,3365879563,2203667341,10,977,200.159.63.11,131.89.75.141,,,,,
10875,5.118287,3476974064,2203667416,10,70,207.62.105.240,131.89.75.216,,,,,
10876,5.118343,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10877,5.118893,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10878,5.119716,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10879,5.120604,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10880,5.120815,3579400688,2203689285,10,1328,213.89.81.240,131.89.161.69,,,,,
10881,5.122641,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10882,5.122758,3476974064,2203667416,10,303,207.62.105.240,131.89.75.216,,,,,
10883,5.123288,2203667416,3476974064,10,70,131.89.75.216,207.62.105.240,,,,,
10884,5.123442,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10885,5.12405,3482606105,2203678709,10,1438,207.148.90.25,131.89.119.245,,,,,
10886,5.124167,3476974556,2203689291,10,206,207.62.107.220,131.89.161.75,,,,,
10887,5.125428,3296060531,3305340929,11,146,196.117.228.115,197.3.128.1,,,,,
10888,5.125498,2203678709,3482606105,10,64,131.89.119.245,207.148.90.25,,,,,
10889,5.125648,3482606105,2203678709,10,1438,207.148.90.25,131.89.119.245,,,,,
10890,5.125956,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10891,5.126005,2203667343,3643522010,10,337,131.89.75.143,217.43.187.218,,,,,
10892,5.126429,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10893,5.126923,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10894,5.126972,3643441578,2203709477,10,64,217.42.129.170,131.89.240.37,,,,,
10895,5.127621,52736419,2203684463,11,714,3.36.177.163,131.89.142.111,,,,,
10896,5.128066,2203709477,3643441578,10,1438,131.89.240.37,217.42.129.170,,,,,
10897,5.128584,2203678709,3482606105,10,64,131.89.119.245,207.148.90.25,,,,,
10898,5.129579,825014284,2203689291,10,1438,49.44.184.12,131.89.161.75,,,,,
10899,5.130373,2203689291,825014284,10,64,131.89.161.75,49.44.184.12,,,,,
10900,5.13095,825014284,2203689291,10,1438,49.44.184.12,131.89.161.75,,,,,
10901,5.131219,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10902,5.131268,3380634866,2203667416,10,70,201.128.100.242,131.89.75.216,,,,,
10903,5.131678,2203689291,3476974525,10,64,131.89.161.75,207.62.107.189,,,,,
10904,5.131792,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10905,5.132281,3380634868,3296060652,10,594,201.128.100.244,196.117.228.236,,,,,
10906,5.134232,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10907,5.134349,2203689291,3375367982,10,351,131.89.161.75,201.48.7.46,,,,,
10908,5.135028,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10909,5.135643,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10910,5.13576,2203664892,2464557853,2,83,131.89.65.252,146.230.43.29,,,,,
10911,5.136381,3365879563,2203667341,10,1011,200.159.63.11,131.89.75.141,,,,,
10912,5.136464,3377262596,2203664996,2,91,201.76.240.4,131.89.66.100,,,,,
10913,5.136472,1189694576,2203667416,10,82,70.233.76.112,131.89.75.216,,,,,
10914,5.136481,3379230379,2203709477,10,70,201.106.246.171,131.89.240.37,,,,,
10915,5.136488,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10916,5.136873,2203667416,1189694576,10,70,131.89.75.216,70.233.76.112,,,,,
10917,5.137461,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10918,5.137692,2203664996,3377262596,2,200,131.89.66.100,201.76.240.4,,,,,
10919,5.138321,2364527394,2203667416,10,1438,140.239.211.34,131.89.75.216,,,,,
10920,5.138437,2203689285,3579400688,10,305,131.89.161.69,213.89.81.240,,,,,
10921,5.138463,3296060652,1150979524,10,64,196.117.228.236,68.154.141.196,,,,,
10922,5.139125,2203689285,3579400688,10,1438,131.89.161.69,213.89.81.240,,,,,
10923,5.139242,2203689285,3579400688,10,1127,131.89.161.69,213.89.81.240,,,,,
10924,5.139334,2203667416,2364527394,10,70,131.89.75.216,140.239.211.34,,,,,
10925,5.13976,2364527394,2203667416,10,1438,140.239.211.34,131.89.75.216,,,,,
10926,5.140582,2203667416,2364527394,10,70,131.89.75.216,140.239.211.34,,,,,
10927,5.141072,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10928,5.141886,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10929,5.142135,3296060652,1150979524,10,64,196.117.228.236,68.154.141.196,,,,,
10930,5.142196,2203667416,1189694576,10,597,131.89.75.216,70.233.76.112,,,,,
10931,5.142607,3365879563,2203667341,10,1438,200.159.63.11,131.89.75.141,,,,,
10932,5.143429,2203667341,3365879563,10,70,131.89.75.141,200.159.63.11,,,,,
10933,5.144023,2364527394,2203667416,10,1438,140.239.211.34,131.89.75.216,,,,,
10934,5.14414,3477384086,2203667416,10,70,207.68.171.150,131.89.75.216,,,,,
10935,5.144147,1207432935,2203667416,10,70,71.247.246.231,131.89.75.216,,,,,
10936,5.144448,1207432935,2203667416,10,594,71.247.246.231,131.89.75.216,,,,,
10937,5.144497,1207432935,2203667416,10,74,71.247.246.231,131.89.75.216,,,,,
10938,5.144658,52736419,2203684463,11,234,3.36.177.163,131.89.142.111,,,,,
10939,5.144679,3465497078,2203667416,10,64,206.143.73.246,131.89.75.216,,,,,
10940,5.144741,3475173993,2203697458,10,64,207.34.242.105,131.89.193.50,,,,,
10941,5.144788,3460303633,2203664929,10,70,206.64.11.17,131.89.66.33,,,,,
10942,5.144967,2203667416,3477384086,10,70,131.89.75.216,207.68.171.150,,,,,
10943,5.14499,2203667416,1207432935,10,70,131.89.75.216,71.247.246.231,,,,,
10944,5.144998,2203667416,3465497078,10,64,131.89.75.216,206.143.73.246,,,,,
10945,5.145047,3296060531,2455909347,11,146,196.117.228.115,146.98.51.227,,,,,
10946,5.145449,3380634866,2203667416,10,594,201.128.100.242,131.89.75.216,,,,,
10947,5.145932,3380634866,2203667416,10,594,201.128.100.242,131.89.75.216,,,,,
10948,5.146029,2203697458,3475173993,10,1082,131.89.193.50,207.34.242.105,,,,,
10949,5.146157,2203697458,3475173993,10,1082,131.89.193.50,207.34.242.105,,,,,
10950,5.146245,2203667416,3380634866,10,82,131.89.75.216,201.128.100.242,,,,,
10951,5.146343,3296060652,1150979524,10,66,196.117.228.236,68.154.141.196,,,,,
10952,5.146467,2203697458,3475173993,10,1082,131.89.193.50,207.34.242.105,,,,,
10953,5.146556,3380634866,2203667416,10,594,201.128.100.242,131.89.75.216,,,,,
10954,5.146627,2203697458,3475173993,10,1082,131.89.193.50,207.34.242.105,,,,,
10955,5.146716,2203667416,3380634866,10,82,131.89.75.216,201.128.100.242,,,,,
10956,5.146927,3380634866,2203667416,10,594,201.128.100.242,131.89.75.216,,,,,
10957,5.146976,2203667416,3380634866,10,82,131.89.75.216,201.128.100.242,,,,,
10958,5.14739,2203667416,3380634866,10,82,131.89.75.216,201.128.100.242,,,,,
10959,5.147996,2203684463,52736419,11,234,131.89.142.111,3.36.177.163,,,,,
10960,5.148117,3365046429,2203689291,10,1038,200.146.136.157,131.89.161.75,,,,,
10961,5.148202,1151000628,3296060652,10,64,68.154.224.52,196.117.228.236,,,,,
10962,5.148478,3521639917,2203667408,10,500,209.231.245.237,131.89.75.208,,,,,
10963,5.14852,1205671693,2203667449,4,102,71.221.23.13,131.89.75.249,,,,,
10964,5.148753,2203667416,1207432935,10,70,131.89.75.216,71.247.246.231,,,,,
10965,5.149362,2203667416,3465497078,10,1140,131.89.75.216,206.143.73.246,,,,,
10966,5.149923,2203667408,3521639917,10,64,131.89.75.208,209.231.245.237,,,,,
10967,5.150133,2203667408,3521639917,10,267,131.89.75.208,209.231.245.237,,,,,
10968,5.150242,3375367982,2203689291,10,544,201.48.7.46,131.89.161.75,,,,,
10969,5.150555,2203689291,3482606747,10,64,131.89.161.75,207.148.92.155,,,,,
10970,5.151075,2203667416,1207432935,10,78,131.89.75.216,71.247.246.231,,,,,
10971,5.152957,3296060652,3380634868,10,64,196.117.228.236,201.128.100.244,,,,,
